Miasto,Dzielnica,Powierzchnia,Pokoje,Cena,Cena_m2
Kraków,Prądnik Biały,51.0,2.0,2300.0,45.1
Warszawa,Mokotów,76.0,2.0,4200.0,55.26
Warszawa,Mirów,52.0,2.0,3799.0,73.06
Kraków,Grzegórzki,47.0,2.0,2400.0,51.06
Warszawa,Stary Żoliborz,155.0,5.0,12000.0,77.42
Warszawa,Mokotów,79.0,3.0,4500.0,56.96
Kraków,Czyżyny,43.0,2.0,2200.0,51.16
Kraków,Czyżyny,45.0,2.0,2150.0,47.78
Kraków,Czyżyny,58.0,3.0,2500.0,43.1
Warszawa,Mokotów,34.0,2.0,2300.0,67.65
Kraków,Łobzów,119.95,4.0,3600.0,30.01
Warszawa,Stary Żoliborz,24.0,1.0,1800.0,75.0
Szczecin,Centrum,88.78,3.0,1650.0,18.59
Poznań,Piątkowo,48.0,2.0,1250.0,26.04
Szczecin,Pomorzany,34.0,1.0,1300.0,38.24
Warszawa,Mokotów,53.0,2.0,2700.0,50.94
Gdańsk,Wrzeszcz,43.93,2.0,1950.0,44.39
Warszawa,Śródmieście,84.0,3.0,3900.0,46.43
Kraków,Bronowice,36.0,1.0,1700.0,47.22
Warszawa,Mokotów,38.0,2.0,2300.0,60.53
Warszawa,Powązki,83.49,4.0,4200.0,50.31
Warszawa,Mokotów,70.0,3.0,4500.0,64.29
Wrocław,Krzyki,17.41,1.0,1500.0,86.16
Warszawa,Mokotów,54.0,2.0,2750.0,50.93
Łódź,Górna,13.0,1.0,900.0,69.23
Warszawa,Skorosze,60.0,2.0,2500.0,41.67
Warszawa,Bielany,72.0,3.0,3000.0,41.67
Poznań,Jeżyce,31.0,1.0,1700.0,54.84
Warszawa,Saska Kępa,100.0,,4200.0,42.0
Kraków,Kazimierz,56.0,3.0,4000.0,71.43
Szczecin,Pogodno,36.0,2.0,1100.0,30.56
Kraków,Krowodrza,55.0,2.0,1600.0,29.09
Warszawa,Śródmieście,65.0,2.0,3000.0,46.15
Warszawa,Stegny,43.0,2.0,2600.0,60.47
mazowieckie,Warszawa,98.0,3.0,9000.0,91.84
Warszawa,Wilanów,57.0,2.0,1990.0,34.91
Warszawa,Szczęśliwice,60.0,2.0,3800.0,63.33
pomorskie,Gdańsk,38.0,2.0,2600.0,68.42
Kraków,Stare Miasto,112.0,3.0,4500.0,40.18
Warszawa,Powiśle,74.0,2.0,6500.0,87.84
Kraków,Os. Ruczaj,46.0,2.0,1400.0,30.43
małopolskie,Kraków,67.0,2.0,2200.0,32.84
Kraków,Os. Ruczaj,50.0,2.0,1800.0,36.0
Warszawa,Śródmieście,164.7,8.0,10950.0,66.48
Warszawa,Stary Imielin,54.0,2.0,2200.0,40.74
Kraków,Stare Miasto,61.5,3.0,2900.0,47.15
Warszawa,Ochota,96.0,5.0,6300.0,65.63
Kraków,Stare Miasto,58.0,2.0,1650.0,28.45
Łódź,Bałuty,197.4,6.0,8000.0,40.53
Kraków,Stare Miasto,44.0,2.0,2300.0,52.27
Kraków,Bronowice,30.0,1.0,2000.0,66.67
Warszawa,Wola,52.0,2.0,2200.0,42.31
Warszawa,Białołęka,151.2,4.0,5500.0,36.38
Warszawa,Szczęśliwice,32.0,1.0,1800.0,56.25
Kraków,Stare Miasto,96.0,3.0,8000.0,83.33
Warszawa,Śródmieście,25.0,1.0,2000.0,80.0
Poznań,Górczyn,32.0,1.0,1600.0,50.0
Wrocław,Ołtaszyn,110.0,3.0,1890.0,17.18
Wrocław,Biskupin,25.0,1.0,1600.0,64.0
Kraków,Os. Prądnik Biały,60.0,3.0,2000.0,33.33
Kraków,Grzegórzki,47.0,2.0,1950.0,41.49
Warszawa,Śródmieście,67.0,3.0,3999.0,59.69
dolnośląskie,Wrocław,41.0,2.0,2590.0,63.17
Kraków,Nowa Huta,81.0,4.0,2200.0,27.16
Warszawa,Śródmieście,104.5,4.0,5900.0,56.46
Warszawa,Mokotów,65.0,2.0,4800.0,73.85
małopolskie,Kraków,37.0,2.0,1800.0,48.65
małopolskie,Kraków,100.0,5.0,830.0,8.3
Warszawa,Stary Służew,38.0,2.0,2500.0,65.79
Gdańsk,Przymorze,42.0,2.0,2300.0,54.76
Poznań,Rataje,64.0,3.0,2000.0,31.25
Kraków,Grzegórzki,56.0,2.0,2800.0,50.0
Warszawa,Śródmieście,50.0,3.0,3500.0,70.0
Kraków,Krowodrza,30.0,2.0,1350.0,45.0
Kraków,Stare Miasto,70.0,2.0,2000.0,28.57
Warszawa,Śródmieście,156.0,3.0,18200.0,116.67
Kraków,Zabłocie,42.0,2.0,1900.0,45.24
Szczecin,Niebuszewo,60.0,2.0,1400.0,23.33
przy budynku,,48.0,2.0,1500.0,31.25
Warszawa,Śródmieście,140.0,3.0,9700.0,69.29
Warszawa,Śródmieście,105.0,3.0,5000.0,47.62
Szczecin,Stare Miasto,70.0,3.0,2900.0,41.43
Łódź,Widzew,81.0,3.0,2500.0,30.86
Wrocław,Nowy Dwór,75.0,3.0,2500.0,33.33
Wrocław,Nadodrze,36.0,2.0,2200.0,61.11
Wrocław,Psie Pole,74.0,3.0,1700.0,22.97
dolnośląskie,Wrocław,32.0,1.0,1600.0,50.0
Kraków,Stare Miasto,109.0,3.0,2700.0,24.77
Kraków,Os. Prądnik Biały,43.0,2.0,1550.0,36.05
Warszawa,Służewiec,47.0,2.0,2300.0,48.94
Warszawa,Wola,25.0,1.0,1700.0,68.0
Poznań,Świerczewo,120.0,6.0,3500.0,29.17
Kraków,Grzegórzki,52.0,2.0,2500.0,48.08
zachodniopomorskie,Szczecin,42.0,2.0,1300.0,30.95
Warszawa,Mokotów,60.0,3.0,3000.0,50.0
Kraków,Grzegórzki,58.0,3.0,2750.0,47.41
Warszawa,Mokotów,46.0,2.0,2700.0,58.7
Warszawa,Śródmieście,41.0,1.0,3200.0,78.05
Kraków,Os. Ruczaj,33.0,2.0,1400.0,42.42
Kraków,Krowodrza,20.0,1.0,1400.0,70.0
Kraków,Salwator,51.0,2.0,2450.0,48.04
Kraków,Kazimierz,27.0,1.0,1500.0,55.56
Warszawa,Mokotów,72.0,3.0,4200.0,58.33
Warszawa,Wola,52.0,2.0,2750.0,52.88
Łódź,Śródmieście,32.0,1.0,1700.0,53.13
Wrocław,Stare Miasto,46.4,2.0,2700.0,58.19
Łódź,Bałuty,25.21,1.0,1000.0,39.67
Wrocław,Stare Miasto,50.0,2.0,1400.0,28.0
Kraków,Nowe Miasto,68.0,6.0,3000.0,44.12
Warszawa,Mokotów,88.0,3.0,5100.0,57.95
Kraków,Grzegórzki,52.0,2.0,2500.0,48.08
Poznań,Grunwald,90.0,3.0,2800.0,31.11
Kraków,Salwator,33.0,1.0,2000.0,60.61
małopolskie,Kraków,35.0,1.0,2000.0,57.14
Kraków,Krowodrza,50.0,2.0,1700.0,34.0
Kraków,Stare Miasto,70.0,3.0,4300.0,61.43
Warszawa,Fort Bema,70.0,3.0,3800.0,54.29
małopolskie,Kraków,56.0,3.0,2350.0,41.96
Warszawa,Nowe Miasto,35.22,2.0,2000.0,56.79
Warszawa,Śródmieście,100.0,3.0,4100.0,41.0
Wrocław,Tarnogaj,51.0,2.0,2200.0,43.14
Kraków,Os. Europejskie,50.0,3.0,2300.0,46.0
Kraków,Stare Miasto,45.0,2.0,2000.0,44.44
Warszawa,Wilanów,54.0,2.0,2700.0,50.0
Warszawa,Śródmieście,50.0,2.0,4000.0,80.0
Kraków,Grzegórzki Stare,62.6,2.0,3000.0,47.92
Wrocław,Stare Miasto,34.44,1.0,1600.0,46.46
Kraków,Grzegórzki,37.0,1.0,1690.0,45.68
Kraków,Stare Miasto (historyczne),25.0,1.0,1500.0,60.0
Warszawa,Wola,33.0,2.0,1500.0,45.45
Gdańsk,Chełm,70.0,3.0,2500.0,35.71
Kraków,Bronowice Wielkie,76.0,3.0,3350.0,44.08
wielkopolskie,Poznań,83.0,3.0,2500.0,30.12
Kraków,Krowodrza,58.0,2.0,2900.0,50.0
Warszawa,Targówek,37.0,1.0,2200.0,59.46
Gdańsk,Przymorze,38.0,2.0,2200.0,57.89
małopolskie,Kraków,46.5,2.0,1674.0,36.0
Warszawa,Śródmieście,110.0,5.0,8000.0,72.73
Warszawa,Praga-Południe,48.0,2.0,2200.0,45.83
Warszawa,Ochota,75.0,3.0,3000.0,40.0
Kraków,Stare Miasto,30.0,1.0,1600.0,53.33
Wrocław,Stare Miasto,25.0,1.0,1500.0,60.0
Warszawa,Śródmieście,112.0,3.0,7200.0,64.29
Wrocław,Stare Miasto,34.3,1.0,1700.0,49.56
Kraków,Bronowice Małe,43.47,2.0,2100.0,48.31
Warszawa,Bielany,50.0,2.0,2500.0,50.0
Warszawa,Śródmieście,50.0,2.0,4800.0,96.0
Warszawa,Targówek,71.4,2.0,2500.0,35.01
Łódź,Górna,45.0,2.0,1200.0,26.67
Warszawa,Wola,45.43,2.0,2600.0,57.23
Kraków,Grzegórzki,40.0,1.0,1600.0,40.0
Wrocław,Krzyki,20.0,1.0,1200.0,60.0
Szczecin,Pomorzany,10.0,1.0,500.0,50.0
Kraków,Stare Miasto,84.0,3.0,2800.0,33.33
Kraków,Stare Miasto,92.62,3.0,6500.0,70.18
Warszawa,Mokotów,65.0,3.0,3500.0,53.85
Warszawa,Piaski,47.0,3.0,2400.0,51.06
Kraków,Krowodrza,52.0,1.0,1500.0,28.85
Wrocław,Plac Grunwaldzki,36.0,2.0,2200.0,61.11
Kraków,Dąbie,25.0,1.0,1100.0,44.0
Gdańsk,Oliwa,50.0,3.0,2600.0,52.0
Warszawa,Bemowo,40.0,2.0,2100.0,52.5
Warszawa,Śródmieście,90.0,3.0,8500.0,94.44
Warszawa,Śródmieście,84.66,3.0,6500.0,76.78
Szczecin,Pomorzany,40.0,2.0,2050.0,51.25
Łódź,Bałuty,45.0,2.0,1500.0,33.33
Warszawa,Ursus,54.0,3.0,1800.0,33.33
Warszawa,Mokotów,64.0,2.0,3000.0,46.88
Wrocław,Stare Miasto,50.0,2.0,2000.0,40.0
Kraków,Grzegórzki,56.0,3.0,3100.0,55.36
Kraków,Stare Miasto,37.0,2.0,2000.0,54.05
Kraków,Płaszów,47.0,2.0,2000.0,42.55
Kraków,Stare Miasto,63.0,3.0,3500.0,55.56
Warszawa,Śródmieście,87.0,2.0,4500.0,51.72
Warszawa,Śródmieście,70.0,3.0,4500.0,64.29
Kraków,Grzegórzki,70.0,3.0,2900.0,41.43
pod budynkiem,,37.0,2.0,1900.0,51.35
Warszawa,Śródmieście,100.0,3.0,5700.0,57.0
Kraków,Stare Miasto,40.0,2.0,3000.0,75.0
Kraków,Dębniki,54.0,2.0,1500.0,27.78
Kraków,Olsza,67.0,3.0,1950.0,29.1
Kraków,Krowodrza,38.0,2.0,1700.0,44.74
Kraków,Podgórze,60.0,3.0,2500.0,41.67
Warszawa,Śródmieście,250.0,5.0,21500.0,86.0
Warszawa,Śródmieście,48.0,2.0,2800.0,58.33
Warszawa,Mokotów,143.0,4.0,6000.0,41.96
Kraków,Stare Miasto,40.0,2.0,2300.0,57.5
Wrocław,Krzyki,41.0,2.0,2200.0,53.66
Kraków,Stare Miasto,95.0,2.0,3800.0,40.0
Warszawa,Wawer,37.0,2.0,2500.0,67.57
Kraków,Grzegórzki,110.0,5.0,3700.0,33.64
Gdańsk,Stare Miasto,55.0,2.0,2900.0,52.73
Kraków,Łobzów,75.0,3.0,3400.0,45.33
Warszawa,Śródmieście,146.0,4.0,8000.0,54.79
Warszawa,Mokotów,66.44,3.0,2600.0,39.13
Wrocław,Śródmieście,91.0,4.0,8700.0,95.6
Wrocław,Nadodrze,33.0,2.0,2450.0,74.24
Warszawa,Śródmieście,125.4,3.0,21000.0,167.46
Kraków,Stare Miasto,123.0,3.0,4400.0,35.77
Wrocław,Stare Miasto,45.0,2.0,2100.0,46.67
Wrocław,Psie Pole,41.0,2.0,1400.0,34.15
Kraków,Grzegórzki,44.0,2.0,2700.0,61.36
Warszawa,Wilanów,73.0,3.0,4200.0,57.53
małopolskie,Kraków,35.0,2.0,1700.0,48.57
Wrocław,Stare Miasto,80.0,3.0,3200.0,40.0
Szczecin,Centrum,24.0,1.0,1400.0,58.33
Kraków,Stare Miasto,85.0,3.0,3200.0,37.65
Łódź,Śródmieście,47.0,2.0,2800.0,59.57
Warszawa,Targówek,58.0,3.0,2500.0,43.1
Warszawa,Zawady,144.0,4.0,9800.0,68.06
Szczecin,Stare Miasto,46.0,1.0,1400.0,30.43
Warszawa,Żoliborz,48.0,2.0,1800.0,37.5
Warszawa,Śródmieście,90.0,3.0,10000.0,111.11
Warszawa,Śródmieście,29.0,2.0,2200.0,75.86
Warszawa,Koło,70.0,3.0,2500.0,35.71
Poznań,Łazarz,20.5,1.0,1600.0,78.05
Warszawa,Bemowo,44.0,2.0,2400.0,54.55
Warszawa,Sadyba,75.0,3.0,3999.0,53.32
Kraków,Stare Miasto,44.0,2.0,2690.0,61.14
Warszawa,Saska Kępa,49.0,3.0,2200.0,44.9
Kraków,Stare Miasto,23.6,1.0,1100.0,46.61
Warszawa,Białołęka,31.0,1.0,2000.0,64.52
Kraków,Górka Narodowa,50.0,2.0,2000.0,40.0
mazowieckie,Warszawa,39.0,2.0,2800.0,71.79
Warszawa,Wola,55.0,2.0,2900.0,52.73
Kraków,Stare Miasto,66.0,3.0,3200.0,48.48
Warszawa,Wilanów,151.0,5.0,9500.0,62.91
Kraków,Stare Miasto,34.0,2.0,2800.0,82.35
Warszawa,Stary Imielin,48.3,2.0,2000.0,41.41
Kraków,Salwator,120.0,4.0,3200.0,26.67
Warszawa,Powiśle,90.2,3.0,7000.0,77.61
Kraków,Grzegórzki,45.0,2.0,2200.0,48.89
Łódź,Polesie,20.0,1.0,1050.0,52.5
dolnośląskie,Wrocław,80.8,3.0,3499.0,43.3
Warszawa,Śródmieście Południowe,45.0,1.0,3000.0,66.67
Warszawa,Śródmieście,191.0,9.0,15950.0,83.51
Warszawa,Mokotów,72.36,3.0,3600.0,49.75
Warszawa,Włochy,50.0,3.0,1790.0,35.8
Warszawa,Mokotów,61.0,2.0,2360.0,38.69
Warszawa,Odolany,44.0,2.0,2800.0,63.64
Kraków,Krowodrza,55.0,2.0,1600.0,29.09
Warszawa,Mokotów,192.0,5.0,18500.0,96.35
Kraków,Grzegórzki,47.0,2.0,2100.0,44.68
Warszawa,Praga-Południe,33.0,1.0,1900.0,57.58
Łódź,Julianów-Marysin-Rogi,50.0,2.0,1700.0,34.0
Wrocław,Stare Miasto,68.0,2.0,3000.0,44.12
Kraków,Kazimierz,54.0,3.0,3500.0,64.81
Warszawa,Śródmieście,50.0,2.0,3500.0,70.0
Kraków,Krowodrza,49.0,2.0,1500.0,30.61
Warszawa,Śródmieście,133.0,3.0,21000.0,157.89
Kraków,Grzegórzki,57.0,2.0,2400.0,42.11
Łódź,Śródmieście,126.0,4.0,2500.0,19.84
Warszawa,Wola,56.0,2.0,3400.0,60.71
Warszawa,Śródmieście,125.0,4.0,10000.0,80.0
Wrocław,Stare Miasto,40.0,2.0,2500.0,62.5
Łódź,Śródmieście,50.76,1.0,1500.0,29.55
Warszawa,Nowe Miasto,236.2,4.0,48000.0,203.22
Gdańsk,Wrzeszcz,50.0,2.0,2990.0,59.8
Warszawa,Praga-Południe,40.0,2.0,2400.0,60.0
Warszawa,Mokotów,109.0,4.0,10000.0,91.74
Kraków,Krowodrza,33.0,1.0,1650.0,50.0
Kraków,Stare Miasto,38.8,2.0,3000.0,77.32
Wrocław,Fabryczna,44.0,2.0,2300.0,52.27
Warszawa,Sielce,54.4,3.0,2100.0,38.6
Szczecin,Pomorzany,39.0,2.0,2400.0,61.54
Kraków,Os. Ruczaj,40.0,2.0,1950.0,48.75
Wrocław,Ołtaszyn,74.0,3.0,2800.0,37.84
Kraków,Łobzów,42.0,2.0,1900.0,45.24
Warszawa,Śródmieście,200.0,6.0,11200.0,56.0
dolnośląskie,Wrocław,39.0,2.0,1500.0,38.46
Szczecin,Warszewo,75.0,4.0,3900.0,52.0
małopolskie,Kraków,27.0,2.0,1600.0,59.26
Kraków,Krowodrza,56.0,3.0,2000.0,35.71
Warszawa,Szczęśliwice,39.0,2.0,2200.0,56.41
Gdańsk,Orunia-Św. Wojciech-Lipce,70.0,3.0,2000.0,28.57
Kraków,Kazimierz,65.0,3.0,4000.0,61.54
Kraków,Kazimierz,45.0,2.0,2300.0,51.11
małopolskie,Kraków,53.0,2.0,2800.0,52.83
Szczecin,Bukowe-Klęskowo,29.36,1.0,1450.0,49.39
Warszawa,Natolin,59.7,2.0,2300.0,38.53
Warszawa,Wola,55.0,2.0,4000.0,72.73
Warszawa,Czyste,42.0,2.0,2565.0,61.07
małopolskie,Kraków,45.0,2.0,2300.0,51.11
Kraków,Grzegórzki,46.0,2.0,1300.0,28.26
Kraków,Grzegórzki,60.0,2.0,2600.0,43.33
Szczecin,Centrum,69.0,3.0,2500.0,36.23
Poznań,Stare Miasto,59.0,3.0,2000.0,33.9
Warszawa,Mirów,41.0,2.0,3450.0,84.15
Kraków,Stare Miasto,40.0,2.0,2590.0,64.75
Łódź,Widzew,36.0,2.0,1800.0,50.0
Warszawa,Mokotów,226.0,6.0,16000.0,70.8
Łódź,Śródmieście,29.0,1.0,1500.0,51.72
Warszawa,Mokotów,37.0,2.0,2600.0,70.27
Wrocław,Fabryczna,43.0,2.0,2000.0,46.51
Kraków,Bronowice,54.0,3.0,1740.0,32.22
Kraków,Kazimierz,57.0,2.0,2100.0,36.84
małopolskie,Kraków,32.0,1.0,2000.0,62.5
Warszawa,Wola,55.0,2.0,2600.0,47.27
Warszawa,Mokotów,56.0,1.0,4500.0,80.36
Warszawa,Ursynów,46.0,2.0,2300.0,50.0
Gdańsk,Wrzeszcz,69.0,3.0,2400.0,34.78
Wrocław,Klecina,23.5,1.0,1600.0,68.09
Gdańsk,Brzeźno,47.0,2.0,2200.0,46.81
Warszawa,Kabaty,53.4,2.0,2500.0,46.82
Warszawa,Śródmieście,52.0,2.0,2540.0,48.85
Gdańsk,Wrzeszcz,44.0,2.0,2500.0,56.82
Kraków,Zwierzyniec,59.0,2.0,4000.0,67.8
Kraków,Zabłocie,50.0,2.0,2600.0,52.0
Łódź,Śródmieście,33.57,2.0,1950.0,58.09
Warszawa,Wilanów,73.0,4.0,3300.0,45.21
Kraków,Stare Miasto,68.0,3.0,3300.0,48.53
Warszawa,Praga-Południe,45.6,2.0,2100.0,46.05
Kraków,Półwsie Zwierzynieckie,52.0,2.0,1700.0,32.69
Kraków,Azory,45.0,2.0,1600.0,35.56
Kraków,Prądnik Czerwony,25.0,1.0,1100.0,44.0
Warszawa,Śródmieście,50.0,2.0,4200.0,84.0
Gdańsk,Główne Miasto,35.0,2.0,1600.0,45.71
Warszawa,Mokotów,55.0,2.0,2950.0,53.64
Kraków,Krowodrza,20.0,1.0,950.0,47.5
Warszawa,Wola,24.0,1.0,1950.0,81.25
Łódź,Śródmieście,55.0,2.0,2000.0,36.36
Warszawa,Śródmieście,65.0,3.0,6400.0,98.46
Kraków,Podgórze,61.0,3.0,3000.0,49.18
Poznań,Rataje,22.0,1.0,1150.0,52.27
Gdańsk,Śródmieście,50.9,2.0,2700.0,53.05
Wrocław,Partynice,50.95,2.0,1350.0,26.5
Warszawa,Wola,39.0,2.0,2600.0,66.67
Warszawa,Skorosze,47.0,2.0,1800.0,38.3
Kraków,Bronowice Małe,33.0,1.0,1000.0,30.3
Kraków,Stare Miasto,55.0,2.0,1800.0,32.73
Wrocław,Śródmieście,55.0,2.0,3000.0,54.55
Kraków,Krowodrza,70.0,2.0,1500.0,21.43
Kraków,Stare Miasto,60.0,2.0,2700.0,45.0
Kraków,Krowodrza,40.0,2.0,1950.0,48.75
Wrocław,Szczepin,30.0,1.0,1400.0,46.67
Warszawa,Wola,40.0,2.0,3200.0,80.0
Warszawa,Śródmieście,200.0,6.0,,51.0
Wrocław,Stare Miasto,22.0,1.0,2500.0,113.64
Warszawa,Śródmieście,47.0,2.0,2000.0,42.55
Kraków,Stare Miasto,48.0,2.0,2200.0,45.83
Warszawa,Nowa Praga,50.0,2.0,2400.0,48.0
Kraków,Stare Miasto,60.0,2.0,2000.0,33.33
Kraków,Ludwinów,43.0,2.0,1800.0,41.86
Warszawa,Wola,45.0,2.0,2700.0,60.0
Warszawa,Służewiec,58.0,2.0,3000.0,51.72
Wrocław,Popowice,41.0,2.0,2600.0,63.41
Warszawa,Natolin,63.0,3.0,3000.0,47.62
Warszawa,Śródmieście,48.0,1.0,2800.0,58.33
małopolskie,Kraków,42.0,2.0,1400.0,33.33
Kraków,Podgórze,58.0,2.0,3300.0,56.9
Warszawa,Wola,47.0,2.0,2900.0,61.7
Warszawa,Praga-Południe,45.37,2.0,2042.0,45.01
Kraków,Dębniki,50.0,2.0,1800.0,36.0
Kraków,Stare Miasto,40.0,2.0,1490.0,37.25
Warszawa,Mokotów,45.0,2.0,2800.0,62.22
Wrocław,Plac Grunwaldzki,54.0,2.0,1800.0,33.33
Warszawa,Wola,65.0,3.0,3000.0,46.15
Wrocław,Os. Stare Miasto,65.0,3.0,2900.0,44.62
Szczecin,Centrum,60.0,3.0,3000.0,50.0
Warszawa,Mirów,48.0,2.0,5000.0,104.17
Poznań,Stare Miasto,31.0,1.0,1450.0,46.77
Kraków,Os. Ruczaj,35.0,2.0,1400.0,40.0
Kraków,Stare Miasto,45.0,2.0,2200.0,48.89
Warszawa,Praga-Południe,38.0,2.0,2000.0,52.63
Warszawa,Śródmieście,150.0,3.0,9500.0,63.33
Warszawa,Śródmieście,138.8,3.0,7900.0,56.92
Warszawa,Śródmieście Południowe,49.0,3.0,2800.0,57.14
Kraków,Czyżyny,37.0,2.0,1400.0,37.84
Kraków,Podgórze,54.0,3.0,2000.0,37.04
Kraków,Pychowice,50.0,2.0,1400.0,28.0
Gdańsk,Wrzeszcz,43.0,2.0,2300.0,53.49
Łódź,Radogoszcz,74.0,3.0,1450.0,19.59
Warszawa,Grochów,45.0,2.0,2400.0,53.33
Kraków,Prokocim,41.0,2.0,1700.0,41.46
Kraków,Łagiewniki-Borek Fałęcki,31.0,2.0,1500.0,48.39
Wrocław,Stare Miasto,39.76,2.0,1900.0,47.79
Gdańsk,Śródmieście,27.0,1.0,1900.0,70.37
Warszawa,Wierzbno,40.0,2.0,2350.0,58.75
Wrocław,Oporów,105.0,3.0,4000.0,38.1
Warszawa,Powiśle,38.0,2.0,2800.0,73.68
Szczecin,Nowe Miasto,35.0,2.0,2200.0,62.86
mazowieckie,Warszawa,116.0,3.0,13000.0,112.07
Kraków,Stare Miasto,47.0,1.0,1500.0,31.91
Poznań,Jeżyce,90.0,2.0,3100.0,34.44
Warszawa,Praga-Północ,47.0,2.0,3000.0,63.83
Kraków,Prądnik Czerwony,85.0,3.0,2050.0,24.12
Warszawa,Mokotów,51.5,2.0,2500.0,48.54
Warszawa,Nowe Miasto,137.28,4.0,5800.0,42.25
Warszawa,Żoliborz,50.0,2.0,2500.0,50.0
Kraków,Prądnik Biały,75.0,3.0,2500.0,33.33
Kraków,Os. Prądnik Biały,43.0,2.0,1250.0,29.07
Warszawa,Saska Kępa,125.0,3.0,6500.0,52.0
Łódź,Śródmieście,35.87,2.0,1750.0,48.79
Warszawa,Bielany,45.0,2.0,1800.0,40.0
Warszawa,Bemowo,51.0,2.0,2200.0,43.14
Wrocław,Os. Stare Miasto,58.0,2.0,2350.0,40.52
dolnośląskie,Wrocław,34.0,2.0,2500.0,73.53
Warszawa,Włochy,53.3,2.0,2285.0,42.87
Kraków,Os. Ruczaj,57.0,2.0,2000.0,35.09
Warszawa,Mokotów,192.0,5.0,17500.0,91.15
Warszawa,Powiśle,147.0,4.0,9500.0,64.63
Warszawa,Mokotów,87.0,3.0,4390.0,50.46
Kraków,Łagiewniki-Borek Fałęcki,46.0,3.0,2200.0,47.83
Szczecin,Centrum,35.0,2.0,2200.0,62.86
Kraków,Olsza,33.0,1.0,1400.0,42.42
Poznań,Stary Grunwald,70.0,2.0,2000.0,28.57
Kraków,Czyżyny,38.0,2.0,1600.0,42.11
Warszawa,Ochota,75.0,3.0,3600.0,48.0
mazowieckie,Warszawa,67.7,2.0,2600.0,38.4
małopolskie,Kraków,34.0,1.0,1500.0,44.12
wielkopolskie,Poznań,42.0,2.0,1400.0,33.33
Kraków,Stare Miasto,52.0,1.0,1800.0,34.62
Kraków,Dębniki,40.0,2.0,1700.0,42.5
Warszawa,Ochota,69.0,4.0,4200.0,60.87
Kraków,Stare Miasto,50.0,2.0,2500.0,50.0
Warszawa,Żoliborz,41.0,2.0,2300.0,56.1
dolnośląskie,Wrocław,35.0,1.0,1500.0,42.86
Gdańsk,Wrzeszcz,45.84,2.0,2200.0,47.99
Warszawa,Wola,47.24,2.0,4000.0,84.67
Warszawa,Wilanów,95.0,3.0,4900.0,51.58
Kraków,Prądnik Biały,35.0,2.0,1399.0,39.97
Wrocław,Śródmieście,55.0,2.0,1800.0,32.73
Kraków,Podgórze Duchackie,40.0,2.0,1400.0,35.0
Wrocław,Nadodrze,102.0,3.0,4200.0,41.18
Warszawa,Natolin,78.0,3.0,3500.0,44.87
Wrocław,Stare Miasto,30.0,1.0,1750.0,58.33
Kraków,Krowodrza,36.0,2.0,2100.0,58.33
Kraków,Zwierzyniec,72.0,3.0,3200.0,44.44
Warszawa,Mokotów,63.0,1.0,2700.0,42.86
Gdańsk,Oliwa,56.6,2.0,2700.0,47.7
Warszawa,Bielany,94.0,3.0,2600.0,27.66
mazowieckie,Warszawa,53.0,2.0,8500.0,160.38
Kraków,Nowa Huta,33.64,2.0,1600.0,47.56
Warszawa,Mokotów,192.0,5.0,17500.0,91.15
Wrocław,Krzyki,25.0,1.0,1790.0,71.6
Warszawa,Wola,58.0,2.0,2600.0,44.83
Gdańsk,Przymorze,37.0,2.0,2200.0,59.46
Gdańsk,Śródmieście,32.0,2.0,2100.0,65.63
Kraków,Podgórze,38.0,2.0,2150.0,56.58
Poznań,Łazarz,102.0,4.0,2950.0,28.92
Warszawa,Mokotów,120.0,3.0,7500.0,62.5
Kraków,Stare Miasto,61.97,2.0,1600.0,25.82
Warszawa,Szczęśliwice,53.0,2.0,2000.0,37.74
Gdańsk,Wrzeszcz,56.8,2.0,1800.0,31.69
Szczecin,Centrum,40.0,2.0,1600.0,40.0
Poznań,Grunwald,49.37,2.0,1700.0,34.43
Warszawa,Młynów,43.0,2.0,2500.0,58.14
Gdańsk,Przymorze,41.0,2.0,2600.0,63.41
Warszawa,Mokotów,230.94,6.0,14500.0,62.79
Warszawa,Mokotów,228.0,6.0,11900.0,52.19
Warszawa,Saska Kępa,180.0,5.0,9500.0,52.78
Kraków,Krowodrza,65.0,3.0,2600.0,40.0
Wrocław,Krzyki,40.0,2.0,2200.0,55.0
Kraków,Kazimierz,36.0,2.0,1650.0,45.83
Wrocław,Stare Miasto,45.0,2.0,2250.0,50.0
Gdańsk,Śródmieście,60.9,2.0,3500.0,57.47
Warszawa,Czyste,62.0,2.0,2850.0,45.97
Kraków,Prądnik Biały,32.4,1.0,1350.0,41.67
Kraków,Stare Miasto,35.0,2.0,1800.0,51.43
Warszawa,Bemowo,46.5,1.0,2200.0,47.31
Kraków,Dąbie,47.7,3.0,1700.0,35.64
Wrocław,Szczepin,45.0,2.0,2400.0,53.33
Kraków,Stare Miasto,35.0,2.0,2150.0,61.43
Warszawa,Wilanów,118.0,5.0,4000.0,33.9
Warszawa,Bródno,45.0,2.0,2000.0,44.44
Szczecin,Centrum,75.0,3.0,3300.0,44.0
małopolskie,Kraków,42.0,2.0,1950.0,46.43
Warszawa,Wola,55.0,2.0,2500.0,45.45
Kraków,Stare Miasto,50.34,2.0,2300.0,45.69
Gdańsk,Śródmieście,45.0,2.0,3500.0,77.78
